,City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,460,Naze,JP,28.3667,129.4833,52.43,61,64,1.97,broken clouds
461,461,Punta Cardon,VE,11.6581,-70.215,82.35,62,94,6.35,overcast clouds
462,462,Ewo,CG,-0.8725,14.8206,81.09,61,85,2.24,overcast clouds
463,463,Svetlyy,RU,54.675,20.1347,39.25,63,1,25.57,clear sky
464,464,Ancud,CL,-41.8697,-73.8203,64.42,80,79,7.11,broken clouds
465,465,Tautira,PF,-17.7333,-149.15,75.22,84,100,31.97,moderate rain
466,466,Mankono,CI,8.0586,-6.1897,84.9,17,100,3.56,overcast clouds
467,467,Newburn,GB,54.9876,-1.7442,42.08,98,75,0.0,fog
468,468,Odweyne,SO,9.4092,45.064,69.21,56,71,3.04,broken clouds
469,469,Tambacounda,SN,13.7539,-13.7586,89.65,25,0,4.61,clear sky
470,470,Alofi,NU,-19.0595,-169.9187,80.49,89,75,4.61,broken clouds
471,471,Isabela,PH,6.7085,121.9711,76.08,82,100,7.52,overcast clouds
472,472,Gushikawa,JP,26.3544,127.8686,56.43,93,100,4.61,overcast clouds
473,473,Bodo,NO,67.28,14.405,35.94,80,75,35.68,light rain
474,474,Khromtau,KZ,50.2503,58.4347,9.66,93,100,16.37,light snow
475,475,Polunochnoye,RU,60.8697,60.4153,12.51,94,100,8.28,overcast clouds
476,476,Rindal,NO,63.0565,9.2124,33.24,92,100,19.04,snow
477,477,Aketi,CD,2.7388,23.7833,69.82,94,100,0.76,overcast clouds
478,478,Kisangani,CD,0.5167,25.2,72.14,92,100,2.59,overcast clouds
479,479,Sabanalarga,CO,10.6296,-74.9206,85.08,53,81,13.91,broken clouds
480,480,Ariquemes,BR,-9.9133,-63.0408,76.1,89,100,1.5,overcast clouds
481,481,Otukpo,NG,7.1913,8.1329,88.11,34,79,2.77,broken clouds
482,482,Barber,CW,12.2833,-69.0667,82.38,69,20,10.36,few clouds
483,483,Urucara,BR,-2.5364,-57.76,81.66,83,97,3.04,overcast clouds
484,484,Smithers,CA,54.7804,-127.1743,35.92,87,75,6.91,broken clouds
485,485,Krasnyy Chikoy,RU,50.3643,108.7512,-17.97,100,29,1.88,scattered clouds
486,486,High Level,CA,58.5169,-117.136,12.31,92,100,2.3,overcast clouds
487,487,Lere,NG,10.387,8.5726,75.16,17,68,5.48,broken clouds
488,488,Tolosa,FR,43.6043,1.4437,46.94,80,0,0.0,clear sky
489,489,Nokia,FI,61.4667,23.5,34.57,73,75,4.0,broken clouds
490,490,Tiznit,MA,29.5833,-9.5,56.21,35,10,5.46,clear sky
491,491,Faya,SA,18.3851,42.4509,57.31,63,1,4.61,clear sky
492,492,Avera,US,33.194,-82.5271,59.68,47,72,3.44,broken clouds
493,493,Nizhniy Kuranakh,RU,58.8353,125.4869,-32.8,100,62,2.48,broken clouds
494,494,Lahaina,US,20.8783,-156.6825,79.84,71,100,3.96,overcast clouds
495,495,Segezha,RU,63.7415,34.3222,28.76,94,100,16.67,light snow
496,496,Angoche,MZ,-16.2325,39.9086,77.77,88,100,5.03,light rain
497,497,Shwebo,MM,22.5667,95.7,64.24,82,84,5.35,broken clouds
498,498,Caldas Novas,BR,-17.7417,-48.625,80.83,74,100,1.23,overcast clouds
499,499,Petersburg,US,37.2279,-77.4019,51.03,60,75,9.22,broken clouds
500,500,Goure,NE,13.9835,10.2704,69.75,12,8,8.63,clear sky
501,501,Varnamo,SE,57.186,14.04,34.68,67,7,5.99,clear sky
502,502,Hualmay,PE,-11.0964,-77.6139,74.44,73,69,8.93,broken clouds
503,503,Ponta Delgada,PT,37.7333,-25.6667,62.51,82,20,5.75,few clouds
504,504,Oliveira Do Hospital,PT,40.3618,-7.8601,38.88,69,100,4.32,overcast clouds
505,505,Buala,SB,-8.145,159.5921,78.96,85,100,5.84,light rain
506,506,Lincoln,US,40.8,-96.667,43.25,79,100,1.01,overcast clouds
507,507,Bourges,FR,47.25,2.4167,31.59,62,0,3.53,clear sky
508,508,Kavaratti,IN,10.5669,72.642,79.02,65,26,10.29,scattered clouds
509,509,Mehamn,NO,71.0357,27.8492,31.95,74,75,20.71,broken clouds
510,510,Pasni,PK,25.2631,63.471,68.99,58,0,7.16,clear sky
511,511,Oyon,PE,-10.6681,-76.7731,54.25,60,96,2.75,overcast clouds
512,512,Half Moon Bay,US,37.4636,-122.4286,65.53,60,0,9.22,clear sky
513,513,Acari,PE,-15.4311,-74.6158,71.58,90,100,6.78,overcast clouds
514,514,Bilibino,RU,68.0546,166.4372,-31.67,100,100,0.81,overcast clouds
515,515,Yerbogachen,RU,61.2767,108.0108,-8.99,97,100,5.93,overcast clouds
516,516,Kapelle,FR,50.9998,2.3585,40.98,86,2,3.24,clear sky
517,517,Whithorn,JM,18.2604,-78.0378,78.06,58,47,8.99,scattered clouds
518,518,Macheng,CN,31.1783,115.0319,39.6,70,96,2.71,overcast clouds
519,519,Porto Novo,BJ,6.4965,2.6036,84.02,80,82,7.94,broken clouds
520,520,Thomaston,US,32.8882,-84.3266,60.46,37,0,4.0,clear sky
521,521,Leshukonskoye,RU,64.8989,45.7622,18.5,96,100,4.43,overcast clouds
522,522,Prince Rupert,CA,54.3161,-130.3201,46.49,87,100,14.97,light rain
523,523,Karpathos,GR,35.507,27.2132,51.76,62,1,24.16,clear sky
524,524,Linda,US,39.1277,-121.5508,75.49,50,0,19.57,clear sky
525,525,San Cristobal,VE,7.7669,-72.225,73.58,51,100,1.05,overcast clouds
526,526,Maloy,NO,61.9353,5.1136,37.72,80,91,4.07,overcast clouds
527,527,Sahuaripa,MX,29.05,-109.2333,78.53,27,98,4.59,overcast clouds
528,528,Mendi,PG,-6.1761,143.6513,53.01,97,100,2.98,overcast clouds
529,529,Hamilton,US,39.1834,-84.5333,37.22,84,100,1.01,haze
530,530,Gurupa,BR,-1.405,-51.64,86.29,62,76,4.61,broken clouds
531,531,Starobaltachevo,RU,56.0013,55.9213,13.5,92,100,14.74,light snow
532,532,Makushino,RU,55.2103,67.2442,6.84,95,100,10.04,overcast clouds
533,533,Tambura,SS,5.6,27.4667,77.13,60,100,3.04,overcast clouds
534,534,Vyazemskiy,RU,47.5378,134.7525,-12.1,97,25,3.15,scattered clouds
535,535,Zhangye,CN,38.9342,100.4517,20.77,61,18,1.59,few clouds
536,536,Margate,GB,51.3813,1.3862,41.92,76,1,3.42,clear sky
537,537,Segou,ML,13.4317,-6.2157,81.75,18,46,10.94,scattered clouds
538,538,Arlit,NE,18.7369,7.3853,68.94,10,11,8.41,few clouds
539,539,Mercedes,AR,-34.6515,-59.4307,106.86,8,9,11.07,clear sky
540,540,Nizhniy Ingash,RU,56.2,96.53,-5.03,97,97,1.52,overcast clouds
541,541,Pilar Do Sul,BR,-23.8131,-47.7164,77.14,83,99,6.04,overcast clouds
542,542,Zyryanka,RU,65.75,150.85,-38.36,100,39,4.74,scattered clouds
543,543,Nykoping,SE,58.753,17.0079,37.26,54,0,5.99,clear sky
544,544,Sishui,CN,35.6489,117.2758,27.52,64,5,4.12,clear sky
545,545,Havelock,US,34.8791,-76.9013,57.18,48,0,10.0,clear sky
546,546,Cururupu,BR,-1.8283,-44.8683,84.13,65,36,6.33,scattered clouds
547,547,Chicama,PE,-7.8447,-79.1469,70.34,63,52,10.4,broken clouds
548,548,Kainantu,PG,-6.2887,145.8655,58.14,96,85,3.98,overcast clouds
549,549,Kalmunai,LK,7.4167,81.8167,77.67,85,51,3.42,broken clouds
550,550,Poco Verde,BR,-10.7083,-38.1833,84.34,54,100,14.38,overcast clouds
551,551,Biak,ID,-0.9131,122.8766,75.76,84,91,4.65,overcast clouds
552,552,Marsh Harbour,BS,26.5412,-77.0636,68.67,52,2,24.94,clear sky
553,553,Fez,MA,34.0372,-4.9998,48.45,61,0,10.36,clear sky
554,554,Porterville,US,36.0652,-119.0168,74.82,72,0,1.9,haze
555,555,Llanes,ES,43.4198,-4.7549,46.89,53,0,3.49,clear sky
556,556,Elk Plain,US,47.0532,-122.3976,48.78,96,0,1.01,clear sky
557,557,Ranong,TH,9.9658,98.6348,73.92,89,43,6.26,scattered clouds
558,558,Rzhyshchiv,UA,49.9689,31.0463,37.17,67,50,26.46,scattered clouds
559,559,Maxixe,MZ,-23.8597,35.3472,76.06,85,3,7.99,clear sky
560,560,Albert Town,JM,18.2943,-77.5424,73.9,71,67,7.63,broken clouds
561,561,Methoni,GR,36.8197,21.7049,46.22,56,0,12.84,clear sky
562,562,Ambrolauri,GE,42.5211,43.1622,25.5,94,100,3.13,light snow
563,563,Fortuna,US,40.5982,-124.1573,57.92,75,0,1.01,clear sky
564,564,Perth,AU,-31.9333,115.8333,64.78,77,0,6.91,clear sky
565,565,Santa Lucia,ES,27.9117,-15.5407,63.77,30,0,3.44,haze
566,566,Redcar,GB,54.6166,-1.06,41.32,62,97,1.99,overcast clouds
567,567,Am Timan,TD,11.0297,20.2827,83.46,14,8,10.25,clear sky
568,568,Eyl,SO,7.9803,49.8164,74.93,72,91,16.96,overcast clouds
569,569,Guerrero Negro,MX,27.9769,-114.0611,72.64,45,95,9.37,overcast clouds
570,570,Concordia,AR,-31.393,-58.0209,102.78,28,4,18.99,clear sky
571,571,Suzuka,JP,34.8833,136.5833,40.89,73,38,10.6,scattered clouds
572,572,Hope,US,33.6671,-93.5916,62.98,47,100,7.52,overcast clouds
573,573,Oranzherei,RU,45.8476,47.5663,35.56,76,100,27.67,overcast clouds
574,574,Arzgir,RU,45.3728,44.2206,39.99,53,74,33.6,broken clouds
575,575,Mayumba,GA,-3.432,10.6554,77.94,88,99,3.65,overcast clouds
576,576,Awbari,LY,26.5921,12.7805,47.88,48,2,5.82,clear sky
577,577,Bonthe,SL,7.5264,-12.505,81.32,77,86,10.18,overcast clouds
578,578,Songjianghe,CN,42.1859,127.479,6.49,82,94,5.97,overcast clouds
579,579,Bafq,IR,31.6128,55.4107,59.92,41,100,19.28,overcast clouds
580,580,Alcantara,BR,-2.4089,-44.4147,86.2,72,31,10.27,scattered clouds
581,581,Tamandare,BR,-8.7597,-35.1047,79.48,80,98,8.1,overcast clouds
582,582,Saint-Pierre,RE,-21.3393,55.4781,76.68,81,0,3.44,clear sky
583,583,Valparaiso,CL,-33.0393,-71.6273,83.84,45,0,14.97,clear sky
584,584,Port Moresby,PG,-9.4431,147.1797,74.62,100,75,5.75,broken clouds
585,585,Hay River,CA,60.8156,-115.7999,24.78,80,75,6.91,broken clouds
586,586,Panguna,PG,-6.3164,155.4848,68.22,92,78,1.5,broken clouds
587,587,Voh,NC,-20.9667,164.7,76.77,85,0,3.47,clear sky
588,588,Strzelce Opolskie,PL,50.5107,18.3006,38.75,90,100,13.62,overcast clouds
589,589,Masumbwe,TZ,-3.6333,32.1833,64.67,93,98,3.56,light rain
590,590,Tutoia,BR,-2.7619,-42.2744,87.78,74,54,9.53,broken clouds
591,591,Atar,MR,20.5169,-13.0499,79.61,21,65,5.32,broken clouds
592,592,Debre Birhan,ET,9.6833,39.5333,52.3,61,41,4.12,scattered clouds
593,593,Kiboga,UG,0.9161,31.7742,67.06,71,100,3.6,light rain
594,594,Wundanyi,KE,-3.4019,38.364,62.56,76,97,3.62,overcast clouds
595,595,Cristesti,RO,46.5,24.4833,30.33,86,75,7.0,broken clouds
596,596,Kununurra,AU,-15.7667,128.7333,76.98,94,75,8.05,light rain
597,597,Vestmanna,FO,62.1564,-7.1664,40.12,100,100,12.66,overcast clouds
598,598,Havoysund,NO,70.9963,24.6622,34.68,86,100,20.51,light snow
599,599,Yinchuan,CN,38.4681,106.2731,27.12,47,0,0.94,clear sky
600,600,Listvyanskiy,RU,54.4399,83.4984,10.38,90,94,8.03,overcast clouds
601,601,Imbituba,BR,-28.24,-48.6703,82.81,77,100,12.59,overcast clouds
602,602,Ghanzi,BW,-21.5667,21.7833,72.88,70,81,11.25,light rain
603,603,Leningradskiy,RU,69.3833,178.4167,-26.14,97,46,6.8,scattered clouds
604,604,Chegdomyn,RU,51.1167,133.0167,-19.53,100,100,1.66,overcast clouds
605,605,Ouesso,CG,1.6136,16.0517,84.09,43,95,1.12,overcast clouds
606,606,Kosa,RU,59.9445,54.9977,13.15,94,100,8.52,light snow
607,607,Norrtalje,SE,59.758,18.705,38.23,58,6,16.46,clear sky
608,608,Verkhoyansk,RU,67.5447,133.385,-29.22,96,100,1.66,overcast clouds
609,609,Kamaishi,JP,39.2667,141.8833,32.83,66,12,16.96,few clouds
610,610,Acajutla,SV,13.5928,-89.8275,89.8,56,18,10.25,few clouds
611,611,San Juan,AR,-31.5375,-68.5364,105.01,11,78,13.76,broken clouds
612,612,Touros,BR,-5.1989,-35.4608,85.1,70,99,11.77,overcast clouds
613,613,Saint-Leu,RE,-21.15,55.2833,76.06,75,100,9.35,overcast clouds
614,614,Melville,US,40.7934,-73.4151,42.71,64,0,10.0,clear sky
615,615,Singapore,SG,1.2897,103.8501,78.75,78,75,10.36,broken clouds
616,616,Oxelosund,SE,58.6706,17.1015,37.33,54,0,5.99,clear sky
617,617,Ulaangom,MN,49.9811,92.0667,-15.41,92,99,3.15,overcast clouds
618,618,Port Lincoln,AU,-34.7333,135.8667,61.45,91,36,6.51,scattered clouds
619,619,Pitelino,RU,54.5777,41.8145,27.37,88,100,14.92,overcast clouds
620,620,Cajati,BR,-24.7361,-48.1228,85.53,66,96,3.36,overcast clouds
621,621,Were Ilu,ET,10.6,39.4333,57.24,62,99,4.18,overcast clouds
622,622,Menongue,AO,-14.6585,17.691,67.93,40,100,5.08,overcast clouds
623,623,Wanning,CN,18.8003,110.3967,70.21,79,100,5.68,overcast clouds
624,624,Izumo,JP,35.3667,132.7667,35.55,73,100,3.83,overcast clouds
625,625,Te Anau,NZ,-45.4167,167.7167,56.97,71,12,0.65,few clouds
626,626,Constitucion,CL,-35.3333,-72.4167,70.27,66,34,16.87,scattered clouds
627,627,Nakapiripirit,UG,1.9167,34.7833,75.06,32,95,6.02,overcast clouds
628,628,Umba,RU,66.6871,34.3429,24.78,84,99,12.21,overcast clouds
629,629,Zeya,RU,53.75,127.2667,-12.62,95,96,2.82,overcast clouds
630,630,Krasnoselkup,RU,65.7,82.4667,13.89,78,100,18.61,overcast clouds
631,631,Beloha,MG,-25.1667,45.05,74.25,88,65,7.27,broken clouds
632,632,Itoman,JP,26.1247,127.6694,57.22,62,19,3.44,few clouds
633,633,Ketchikan,US,55.3422,-131.6461,46.38,93,100,16.11,mist
634,634,Omsukchan,RU,62.5333,155.8,-25.47,100,94,3.8,overcast clouds
635,635,San Lorenzo,PY,-25.3333,-57.5333,94.59,44,75,13.0,broken clouds
636,636,Hirado,JP,33.3597,129.5531,36.36,56,100,5.64,overcast clouds
637,637,Shalakusha,RU,62.2247,40.2539,22.46,96,100,6.6,light snow
638,638,Yulara,AU,-25.2406,130.9889,85.84,39,100,8.05,overcast clouds
639,639,Esik,KZ,43.3552,77.4525,24.22,35,100,10.02,overcast clouds
640,640,Rusera,IN,25.75,86.0333,57.49,64,0,5.3,clear sky
641,641,Kikwit,CD,-5.041,18.8162,72.59,91,65,2.84,light rain
642,642,Aswan,EG,24.0934,32.907,60.1,41,0,9.22,clear sky
643,643,Abu Samrah,SY,35.3029,37.1841,46.38,87,67,12.12,broken clouds
644,644,Rawson,AR,-43.3002,-65.1023,88.09,22,40,17.27,scattered clouds
645,645,Taveta,KE,-3.3963,37.6736,81.99,60,98,5.7,overcast clouds
646,646,Moultrie,US,31.1799,-83.7891,64.38,41,0,4.61,clear sky
647,647,Sept-Iles,CA,50.2001,-66.3821,9.12,61,40,8.99,scattered clouds
648,648,Vitry-Le-Francois,FR,48.7333,4.5833,32.31,86,0,3.22,clear sky
649,649,Ratholo,BW,-22.7245,27.572,71.71,77,100,10.85,light rain
650,650,Fergus Falls,US,46.283,-96.0776,17.58,77,0,11.01,clear sky
651,651,Ljungby,SE,56.8332,13.9408,34.79,66,5,11.01,clear sky
652,652,Excelsior Springs,US,39.3392,-94.2261,52.21,73,40,11.5,scattered clouds
653,653,Palmer,US,42.1584,-72.3287,40.55,59,75,5.01,broken clouds
654,654,Katangli,RU,51.7102,143.2326,14.88,91,100,20.22,overcast clouds
655,655,Nishihara,JP,26.1842,127.7558,56.48,62,100,3.44,overcast clouds
656,656,Aberdeen,GB,57.1437,-2.0981,46.49,96,75,8.05,broken clouds
657,657,Sompeta,IN,18.9333,84.6,69.89,90,59,8.66,broken clouds
658,658,Huarmey,PE,-10.0681,-78.1522,74.79,74,53,10.04,broken clouds
659,659,Jibuti,DJ,11.5,42.5,74.62,74,30,16.24,scattered clouds
660,660,Shirokiy,RU,49.758,129.523,-10.17,95,100,3.91,overcast clouds
661,661,Konya,TR,38.1667,32.5,18.88,53,0,3.47,clear sky
662,662,Campo De Criptana,ES,39.4046,-3.1249,39.24,71,9,8.75,clear sky
663,663,Westport,US,41.1415,-73.3579,43.09,64,0,1.01,clear sky
664,664,Williston,US,48.147,-103.618,25.21,87,86,6.13,overcast clouds
665,665,Nabulao,PH,9.6616,122.4577,72.52,76,100,12.39,overcast clouds
666,666,Darhan,MN,49.4867,105.9228,-9.65,97,31,5.39,scattered clouds
667,667,Daru,PG,-9.0763,143.2092,77.9,86,97,2.55,overcast clouds
668,668,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,98.69,25,100,8.95,overcast clouds
669,669,College,US,64.8569,-147.8028,7.12,85,75,0.0,broken clouds
670,670,Molepolole,BW,-24.4066,25.4951,75.34,59,6,8.21,clear sky
671,671,Ruston,US,32.5232,-92.6379,68.85,43,83,6.58,broken clouds
672,672,Anito,PH,12.4497,125.2886,74.39,76,100,11.25,overcast clouds
673,673,Maniitsoq,GL,65.4167,-52.9,19.26,63,100,25.88,light snow
674,674,Taoudenni,ML,22.6783,-3.9836,58.96,18,0,10.22,clear sky
675,675,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,82.04,87,100,1.41,moderate rain
676,676,Grindavik,IS,63.8424,-22.4338,45.9,100,100,29.93,moderate rain
677,677,Kostomuksha,RU,64.571,30.5767,28.53,85,100,15.19,overcast clouds
678,678,Takapau,NZ,-40.0333,176.35,64.18,83,100,2.53,overcast clouds
679,679,Bulungu,CD,-4.55,18.6,74.37,86,66,2.15,broken clouds
680,680,Asfi,MA,32.2994,-9.2372,61.56,67,33,6.64,scattered clouds
681,681,Kitimat,CA,54.0524,-128.6534,37.78,100,100,3.0,moderate rain
682,682,Sulangan,PH,11.1373,123.7228,78.49,62,36,19.57,scattered clouds
683,683,San Carlos De Bariloche,AR,-41.1456,-71.3082,67.75,42,40,26.46,scattered clouds
684,684,Juneau,US,58.3019,-134.4197,42.84,95,100,11.5,light rain
685,685,Mazyr,BY,52.0495,29.2456,32.77,70,100,25.81,overcast clouds
686,686,Stony Point,US,41.2295,-73.9871,43.68,69,100,1.01,overcast clouds
687,687,Cap Malheureux,MU,-19.9842,57.6142,81.46,84,100,4.0,overcast clouds
688,688,Bolotnoye,RU,55.6717,84.3981,-6.0,94,20,8.03,few clouds
689,689,Kuytun,RU,54.3419,101.5036,-7.64,98,100,3.69,overcast clouds
